name, url, language, country
Border Force - Activity on GOV.UK, https://www.gov.uk/government/organisations/border-force.atom, en-UK, United Kingdom
Boundary Commission for England - Activity on GOV.UK, https://www.gov.uk/government/organisations/boundary-commission-for-england.atom, en-UK, United Kingdom
Boundary Commission for Northern Ireland - Activity on GOV.UK, https://www.gov.uk/government/organisations/boundary-commission-for-northern-ireland.atom, en-UK, United Kingdom
Boundary Commission for Scotland - Activity on GOV.UK, https://www.gov.uk/government/organisations/boundary-commission-for-scotland.atom, en-UK, United Kingdom
Boundary Commission for Wales - Activity on GOV.UK, https://www.gov.uk/government/organisations/boundary-commission-for-wales.atom, en-UK, United Kingdom
British Business Bank - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-business-bank.atom, en-UK, United Kingdom
British Cattle Movement Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-cattle-movement-service.atom, en-UK, United Kingdom
British Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-council.atom, en-UK, United Kingdom
British Film Institute - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-film-institute.atom, en-UK, United Kingdom
British Hallmarking Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-hallmarking-council.atom, en-UK, United Kingdom
British Library - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-library.atom, en-UK, United Kingdom
British Museum - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-museum.atom, en-UK, United Kingdom
British Pharmacopoeia Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-pharmacopoeia.atom, en-UK, United Kingdom
British Technology Investments Ltd - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-technology-investments-ltd.atom, en-UK, United Kingdom
British Transport Police Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-transport-police-authority.atom, en-UK, United Kingdom
British Wool - Activity on GOV.UK, https://www.gov.uk/government/organisations/british-wool.atom, en-UK, United Kingdom
Broads Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/broads-authority.atom, en-UK, United Kingdom
Building Digital UK - Activity on GOV.UK, https://www.gov.uk/government/organisations/building-digital-uk.atom, en-UK, United Kingdom
Cabinet Office - Activity on GOV.UK, https://www.gov.uk/government/organisations/cabinet-office.atom, en-UK, United Kingdom
Cabinet Office Board - Activity on GOV.UK, https://www.gov.uk/government/organisations/cabinet-office-board.atom, en-UK, United Kingdom
Cafcass - Activity on GOV.UK, https://www.gov.uk/government/organisations/children-and-family-court-advisory-and-support-service.atom, en-UK, United Kingdom
Careers Wales - Activity on GOV.UK, https://www.gov.uk/government/organisations/careers-wales.atom, en-UK, United Kingdom
Care Quality Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/care-quality-commission.atom, en-UK, United Kingdom
Central Advisory Committee on Compensation - Activity on GOV.UK, https://www.gov.uk/government/organisations/central-advisory-committee-on-compensation.atom, en-UK, United Kingdom
Central Arbitration Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/central-arbitration-committee.atom, en-UK, United Kingdom
Central Digital and Data Office - Activity on GOV.UK, https://www.gov.uk/government/organisations/central-digital-and-data-office.atom, en-UK, United Kingdom
Centre for Connected and Autonomous Vehicles - Activity on GOV.UK, https://www.gov.uk/government/organisations/centre-for-connected-and-autonomous-vehicles.atom, en-UK, United Kingdom
Centre for Data Ethics and Innovation - Activity on GOV.UK, https://www.gov.uk/government/organisations/centre-for-data-ethics-and-innovation.atom, en-UK, United Kingdom
"Centre for Environment, Fisheries and Aquaculture Science - Activity on GOV.UK", https://www.gov.uk/government/organisations/centre-for-environment-fisheries-and-aquaculture-science.atom, en-UK, United Kingdom
Certification Officer - Activity on GOV.UK, https://www.gov.uk/government/organisations/certification-officer.atom, en-UK, United Kingdom
Channel 4 - Activity on GOV.UK, https://www.gov.uk/government/organisations/channel-4.atom, en-UK, United Kingdom
Chevening Scholarship Programme - Activity on GOV.UK, https://www.gov.uk/government/organisations/chevening-foundation.atom, en-UK, United Kingdom
Child Safeguarding Practice Review Panel - Activity on GOV.UK, https://www.gov.uk/government/organisations/child-safeguarding-practice-review-panel.atom, en-UK, United Kingdom
Churches Conservation Trust - Activity on GOV.UK, https://www.gov.uk/government/organisations/churches-conservation-trust.atom, en-UK, United Kingdom
Civil Aviation Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-aviation-authority.atom, en-UK, United Kingdom
Civil Justice Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-justice-council.atom, en-UK, United Kingdom
Civil Nuclear Constabulary - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-nuclear-constabulary.atom, en-UK, United Kingdom
Civil Nuclear Police Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-nuclear-police-authority.atom, en-UK, United Kingdom
Civil Procedure Rule Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-procedure-rules-committee.atom, en-UK, United Kingdom
Civil Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service.atom, en-UK, United Kingdom
Civil Service Board - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-board.atom, en-UK, United Kingdom
Civil Service Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-commission.atom, en-UK, United Kingdom
Civil Service Fast Stream - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-fast-stream.atom, en-UK, United Kingdom
Civil Service Group - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-group.atom, en-UK, United Kingdom
Civil Service HR - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-hr.atom, en-UK, United Kingdom
Coal Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/the-coal-authority.atom, en-UK, United Kingdom
College of Policing - Activity on GOV.UK, https://www.gov.uk/government/organisations/college-of-policing.atom, en-UK, United Kingdom
Commissioner for Public Appointments - Activity on GOV.UK, https://www.gov.uk/government/organisations/commissioner-for-public-appointments.atom, en-UK, United Kingdom
Commission for Countering Extremism - Activity on GOV.UK, https://www.gov.uk/government/organisations/commission-for-countering-extremism.atom, en-UK, United Kingdom
Commission on Human Medicines - Activity on GOV.UK, https://www.gov.uk/government/organisations/commission-on-human-medicines.atom, en-UK, United Kingdom
Committee on Climate Change - Activity on GOV.UK, https://www.gov.uk/government/organisations/committee-on-climate-change.atom, en-UK, United Kingdom
Committee on Fuel Poverty - Activity on GOV.UK, https://www.gov.uk/government/organisations/committee-on-fuel-poverty.atom, en-UK, United Kingdom
"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment - Activity on GOV.UK", https://www.gov.uk/government/organisations/committee-on-mutagenicity-of-chemicals-in-food-consumer-products-and-the-environment.atom, en-UK, United Kingdom
Committee on Radioactive Waste Management - Activity on GOV.UK, https://www.gov.uk/government/organisations/committee-on-radioactive-waste-management.atom, en-UK, United Kingdom
Committee on Standards in Public Life - Activity on GOV.UK, https://www.gov.uk/government/organisations/the-committee-on-standards-in-public-life.atom, en-UK, United Kingdom
"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment - Activity on GOV.UK", https://www.gov.uk/government/organisations/committee-on-toxicity-of-chemicals-in-food-consumer-products-and-the-environment.atom, en-UK, United Kingdom
Commonwealth Scholarship Commission in the UK - Activity on GOV.UK, https://www.gov.uk/government/organisations/commonwealth-scholarship-commission-in-the-uk.atom, en-UK, United Kingdom
Companies House  - Activity on GOV.UK, https://www.gov.uk/government/organisations/companies-house.atom, en-UK, United Kingdom
Companies House - Activity on GOV.UK, https://www.gov.uk/government/organisations/companies-house.atom, en-UK, United Kingdom
Company Names Tribunal - Activity on GOV.UK, https://www.gov.uk/government/organisations/company-names-tribunal.atom, en-UK, United Kingdom
Competition and Markets Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/competition-and-markets-authority.atom, en-UK, United Kingdom
Competition Appeal Tribunal - Activity on GOV.UK, https://www.gov.uk/government/organisations/competition-appeal-tribunal.atom, en-UK, United Kingdom
Competition Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/competition-service.atom, en-UK, United Kingdom
"Conflict, Stability and Security Fund - Activity on GOV.UK", https://www.gov.uk/government/organisations/conflict-stability-and-security-fund.atom, en-UK, United Kingdom
Construction Industry Training Board - Activity on GOV.UK, https://www.gov.uk/government/organisations/construction-industry-training-board.atom, en-UK, United Kingdom
Consumer Council for Water - Activity on GOV.UK, https://www.gov.uk/government/organisations/consumer-council-for-water.atom, en-UK, United Kingdom
Copyright Tribunal - Activity on GOV.UK, https://www.gov.uk/government/organisations/copyright-tribunal.atom, en-UK, United Kingdom
Corporate Officers of the House of Commons - Activity on GOV.UK, https://www.gov.uk/government/organisations/corporate-officers-of-the-house-of-commons.atom, en-UK, United Kingdom
Corporate Officers of the House of Lords - Activity on GOV.UK, https://www.gov.uk/government/organisations/corporate-officers-of-the-house-of-lords.atom, en-UK, United Kingdom
Council for Science and Technology - Activity on GOV.UK, https://www.gov.uk/government/organisations/council-for-science-and-technology.atom, en-UK, United Kingdom
Covent Garden Market Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/covent-garden-market-authority.atom, en-UK, United Kingdom
Criminal Cases Review Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/criminal-cases-review-commission.atom, en-UK, United Kingdom
Criminal Injuries Compensation Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/criminal-injuries-compensation-authority.atom, en-UK, United Kingdom
Criminal Procedure Rule Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/criminal-procedure-rule-committee.atom, en-UK, United Kingdom
Crossrail International - Activity on GOV.UK, https://www.gov.uk/government/organisations/crossrail-international.atom, en-UK, United Kingdom
Crown Commercial Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/crown-commercial-service.atom, en-UK, United Kingdom
Crown Prosecution Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/crown-prosecution-service.atom, en-UK, United Kingdom
Dartmoor National Park Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/dartmoor-national-park-authority.atom, en-UK, United Kingdom
Defence Academy of the United Kingdom - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-academy.atom, en-UK, United Kingdom
Defence and Security Accelerator - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-and-security-accelerator.atom, en-UK, United Kingdom
Defence and Security Media Advisory Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-and-security-media-advisory-committee.atom, en-UK, United Kingdom
Defence Equipment and Support - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-equipment-and-support.atom, en-UK, United Kingdom
Defence Infrastructure Organisation - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-infrastructure-organisation.atom, en-UK, United Kingdom
Defence Nuclear Organisation - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-nuclear-organisation.atom, en-UK, United Kingdom
Defence Nuclear Safety Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-nuclear-safety-committee.atom, en-UK, United Kingdom
Defence Safety Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-safety-authority.atom, en-UK, United Kingdom
Defence Science and Technology Laboratory - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-science-and-technology-laboratory.atom, en-UK, United Kingdom
Defence Sixth Form College - Activity on GOV.UK, https://www.gov.uk/government/organisations/defence-sixth-form-college.atom, en-UK, United Kingdom
Defra's Science Advisory Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/science-advisory-council.atom, en-UK, United Kingdom
Department for Business & Trade - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-business-and-trade.atom, en-UK, United Kingdom
Department for Communities (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-communities-northern-ireland.atom, en-UK, United Kingdom
"Department for Culture, Media & Sport - Activity on GOV.UK", https://www.gov.uk/government/organisations/department-for-culture-media-and-sport.atom, en-UK, United Kingdom
Department for Education - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-education.atom, en-UK, United Kingdom
Department for Energy Security & Net Zero - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-energy-security-and-net-zero.atom, en-UK, United Kingdom
Department for Environment Food & Rural Affairs - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs.atom, en-UK, United Kingdom
Department for Infrastructure (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-infrastructure-northern-ireland.atom, en-UK, United Kingdom
"Department for Levelling Up, Housing & Communities - Activity on GOV.UK", https://www.gov.uk/government/organisations/department-for-levelling-up-housing-and-communities.atom, en-UK, United Kingdom
"Department for Science, Innovation & Technology - Activity on GOV.UK", https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology.atom, en-UK, United Kingdom
Department for the Economy (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-the-economy-northern-ireland.atom, en-UK, United Kingdom
Department for Transport - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-transport.atom, en-UK, United Kingdom
Department for Work & Pensions - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-for-work-pensions.atom, en-UK, United Kingdom
"Department of Agriculture, Environment and Rural Affairs (Northern Ireland) - Activity on GOV.UK", https://www.gov.uk/government/organisations/department-of-agriculture-environment-and-rural-affairs-northern-ireland.atom, en-UK, United Kingdom
Department of Education (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-of-education.atom, en-UK, United Kingdom
Department of Finance (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-of-finance-northern-ireland.atom, en-UK, United Kingdom
Department of Health (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-of-health-northern-ireland.atom, en-UK, United Kingdom
Department of Health & Social Care - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-of-health-and-social-care.atom, en-UK, United Kingdom
Department of Justice (Northern Ireland) - Activity on GOV.UK, https://www.gov.uk/government/organisations/department-of-justice-northern-ireland.atom, en-UK, United Kingdom
Departments - Activity on GOV.UK, https://www.gov.uk/government/organisations.atom, en-UK, United Kingdom
DfT OLR Holdings Limited - Activity on GOV.UK, https://www.gov.uk/government/organisations/dft-olr-holdings-limited.atom, en-UK, United Kingdom
Directly Operated Railways Limited - Activity on GOV.UK, https://www.gov.uk/government/organisations/directly-operated-railways-limited.atom, en-UK, United Kingdom
Disability Unit - Activity on GOV.UK, https://www.gov.uk/government/organisations/disability-unit.atom, en-UK, United Kingdom
Disabled People’s Employment Corporation (GB) Ltd - Activity on GOV.UK, https://www.gov.uk/government/organisations/disabled-peoples-employment-corporation.atom, en-UK, United Kingdom
Disabled Persons Transport Advisory Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/disabled-persons-transport-advisory-committee.atom, en-UK, United Kingdom
Disclosure and Barring Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/disclosure-and-barring-service.atom, en-UK, United Kingdom
District Valuer Services (DVS) - Activity on GOV.UK, https://www.gov.uk/government/organisations/district-valuer-services-dvs.atom, en-UK, United Kingdom
Driver and Vehicle Licensing Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/driver-and-vehicle-licensing-agency.atom, en-UK, United Kingdom
Driver and Vehicle Standards Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/driver-and-vehicle-standards-agency.atom, en-UK, United Kingdom
East West Railway Company Limited - Activity on GOV.UK, https://www.gov.uk/government/organisations/east-west-railway-company.atom, en-UK, United Kingdom
Ebbsfleet Development Corporation - Activity on GOV.UK, https://www.gov.uk/government/organisations/ebbsfleet-development-corporation.atom, en-UK, United Kingdom
Economic and Social Research Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/economic-and-social-research-council.atom, en-UK, United Kingdom
Education and Skills Funding Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/education-and-skills-funding-agency.atom, en-UK, United Kingdom
Electricity Settlements Company - Activity on GOV.UK, https://www.gov.uk/government/organisations/electricity-settlements-company.atom, en-UK, United Kingdom
Employment Agency Standards Inspectorate - Activity on GOV.UK, https://www.gov.uk/government/organisations/employment-agency-standards-inspectorate.atom, en-UK, United Kingdom
Engineering and Physical Sciences Research Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/engineering-and-physical-sciences-research-council.atom, en-UK, United Kingdom
Engineering Construction Industry Training Board - Activity on GOV.UK, https://www.gov.uk/government/organisations/engineering-construction-industry-training-board.atom, en-UK, United Kingdom
English Institute of Sport - Activity on GOV.UK, https://www.gov.uk/government/organisations/english-institute-of-sport.atom, en-UK, United Kingdom
Environment Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/environment-agency.atom, en-UK, United Kingdom
Equality and Human Rights Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/equality-and-human-rights-commission.atom, en-UK, United Kingdom
Equality Hub - Activity on GOV.UK, https://www.gov.uk/government/organisations/the-equality-hub.atom, en-UK, United Kingdom
Estyn - Activity on GOV.UK, https://www.gov.uk/government/organisations/estyn.atom, en-UK, United Kingdom
Evaluation Task Force - Activity on GOV.UK, https://www.gov.uk/government/organisations/evaluation-task-force.atom, en-UK, United Kingdom
Exmoor National Park Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/exmoor-national-park-authority.atom, en-UK, United Kingdom
Export Control Joint Unit - Activity on GOV.UK, https://www.gov.uk/government/organisations/export-control-joint-unit.atom, en-UK, United Kingdom
Export Guarantees Advisory Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/export-guarantees-advisory-council.atom, en-UK, United Kingdom
Family Justice Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/family-justice-council.atom, en-UK, United Kingdom
Family Procedure Rule Committee - Activity on GOV.UK, https://www.gov.uk/government/organisations/family-procedure-rule-committee.atom, en-UK, United Kingdom
FCDO Services  - Activity on GOV.UK, https://www.gov.uk/government/organisations/fcdo-services.atom, en-UK, United Kingdom
FCDO Services - Activity on GOV.UK, https://www.gov.uk/government/organisations/fcdo-services.atom, en-UK, United Kingdom
Financial Conduct Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/financial-conduct-authority.atom, en-UK, United Kingdom
Financial Reporting Council - Activity on GOV.UK, https://www.gov.uk/government/organisations/financial-reporting-council.atom, en-UK, United Kingdom
Fire Service College - Activity on GOV.UK, https://www.gov.uk/government/organisations/fire-service-college.atom, en-UK, United Kingdom
Fleet Air Arm Museum - Activity on GOV.UK, https://www.gov.uk/government/organisations/fleet-air-arm-museum.atom, en-UK, United Kingdom
Flood and Coastal Erosion Risk Management Research and Development Programme - Activity on GOV.UK, https://www.gov.uk/government/organisations/flood-and-coastal-erosion-risk-management-research-and-development-programme.atom, en-UK, United Kingdom
Flood Forecasting Centre - Activity on GOV.UK, https://www.gov.uk/government/organisations/flood-forecasting-centre.atom, en-UK, United Kingdom
Flood Re - Activity on GOV.UK, https://www.gov.uk/government/organisations/flood-re.atom, en-UK, United Kingdom
Food Standards Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/food-standards-agency.atom, en-UK, United Kingdom
"Foreign, Commonwealth & Development Office - Activity on GOV.UK", https://www.gov.uk/government/organisations/foreign-commonwealth-development-office.atom, en-UK, United Kingdom
Forensic Science Regulator - Activity on GOV.UK, https://www.gov.uk/government/organisations/forensic-science-regulator.atom, en-UK, United Kingdom
Forest Research - Activity on GOV.UK, https://www.gov.uk/government/organisations/forest-research.atom, en-UK, United Kingdom
Forestry Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/forestry-commission.atom, en-UK, United Kingdom
Forestry England - Activity on GOV.UK, https://www.gov.uk/government/organisations/forest-enterprise-england.atom, en-UK, United Kingdom
Further Education Commissioner - Activity on GOV.UK, https://www.gov.uk/government/organisations/further-education-commissioner.atom, en-UK, United Kingdom
Gambling Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/gambling-commission.atom, en-UK, United Kingdom
Gangmasters and Labour Abuse Authority - Activity on GOV.UK, https://www.gov.uk/government/organisations/gangmasters-and-labour-abuse-authority.atom, en-UK, United Kingdom
Geospatial Commission - Activity on GOV.UK, https://www.gov.uk/government/organisations/geospatial-commission.atom, en-UK, United Kingdom
Government Actuary's Department - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-actuarys-department.atom, en-UK, United Kingdom
Government Analysis Function - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-analysis-function.atom, en-UK, United Kingdom
Government Chemist - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-chemist.atom, en-UK, United Kingdom
Government Commercial Function - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-commercial-function.atom, en-UK, United Kingdom
Government Communication Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-government-communication-service.atom, en-UK, United Kingdom
Government Communications Headquarters - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-communications-headquarters.atom, en-UK, United Kingdom
Government Corporate Finance Profession - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-corporate-finance-profession-cfp.atom, en-UK, United Kingdom
Government Data Quality Hub - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-data-quality-hub.atom, en-UK, United Kingdom
Government Digital Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-digital-service.atom, en-UK, United Kingdom
Government Economic Service - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-government-economic-service.atom, en-UK, United Kingdom
Government Equalities Office - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-equalities-office.atom, en-UK, United Kingdom
Government Estates Management - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-estates-management.atom, en-UK, United Kingdom
Government Finance Function - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-finance-function.atom, en-UK, United Kingdom
Government Geography Profession - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-geography-profession.atom, en-UK, United Kingdom
Government Internal Audit Agency - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-internal-audit-agency.atom, en-UK, United Kingdom
Government Knowledge & Information Management Profession - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-government-knowledge-information-management-profession.atom, en-UK, United Kingdom
Government Legal Department - Activity on GOV.UK, https://www.gov.uk/government/organisations/government-legal-department.atom, en-UK, United Kingdom
Government Legal Profession - Activity on GOV.UK, https://www.gov.uk/government/organisations/civil-service-government-legal-profession.atom, en-UK, United Kingdom
